,code_commune_INSEE,code_postal,latitude,longitude,nom_commune_complet,nom_departement,nom_region
8311,22168,22700,48.8094393417,-3.46769227891,Perros-Guirec,Côtes-d'Armor,Bretagne
8312,22169,22480,48.3635016654,-3.28335906879,Peumerit-Quintin,Côtes-d'Armor,Bretagne
8313,22170,22800,48.4435359708,-2.85882396738,Plaine-Haute,Côtes-d'Armor,Bretagne
8314,22171,22940,48.4105972441,-2.81039949193,Plaintel,Côtes-d'Armor,Bretagne
8315,22172,22130,48.5148616647,-2.21936660339,Plancoët,Côtes-d'Armor,Bretagne
8316,22173,22400,48.5332542143,-2.56797956377,Planguenoual,Côtes-d'Armor,Bretagne
8317,22173,22400,48.5332542143,-2.56797956377,Planguenoual,Côtes-d'Armor,Bretagne
8318,22174,22550,48.5946127518,-2.33355800652,Pléboulle,Côtes-d'Armor,Bretagne
8319,22175,22270,48.46875643,-2.37175488421,Plédéliac,Côtes-d'Armor,Bretagne
8320,22176,22960,48.4430297904,-2.745361546,Plédran,Côtes-d'Armor,Bretagne
8321,22177,22290,48.634729938,-2.948078639,Pléguien,Côtes-d'Armor,Bretagne
8322,22178,22290,48.6949303191,-3.00638352485,Pléhédel,Côtes-d'Armor,Bretagne
8323,22179,22240,48.6348223959,-2.36202603588,Fréhel,Côtes-d'Armor,Bretagne
8324,22179,22240,48.6348223959,-2.36202603588,Fréhel,Côtes-d'Armor,Bretagne
8325,22179,22240,48.6348223959,-2.36202603588,Fréhel,Côtes-d'Armor,Bretagne
8326,22180,22980,48.427284639,-2.22409129331,Plélan-le-Petit,Côtes-d'Armor,Bretagne
8327,22181,22570,48.1984075827,-3.20337969883,Plélauff,Côtes-d'Armor,Bretagne
8328,22182,22170,48.5539490397,-2.92735554544,Plélo,Côtes-d'Armor,Bretagne
8329,22182,22170,48.5539490397,-2.92735554544,Plélo,Côtes-d'Armor,Bretagne
8330,22183,22210,48.1860837585,-2.5859903316,Plémet,Côtes-d'Armor,Bretagne
8331,22183,22210,48.1860837585,-2.5859903316,Plémet,Côtes-d'Armor,Bretagne
8332,22184,22150,48.3378874008,-2.67639170288,Plémy,Côtes-d'Armor,Bretagne
8333,22185,22640,48.3556203022,-2.41594505184,Plénée-Jugon,Côtes-d'Armor,Bretagne
8334,22186,22370,48.5840054611,-2.53016887694,Pléneuf-Val-André,Côtes-d'Armor,Bretagne
8335,22187,22190,48.5441732134,-2.77004635921,Plérin,Côtes-d'Armor,Bretagne
8336,22187,22190,48.5441732134,-2.77004635921,Plérin,Côtes-d'Armor,Bretagne
8337,22187,22190,48.5441732134,-2.77004635921,Plérin,Côtes-d'Armor,Bretagne
8338,22188,22170,48.5062272479,-2.88034239328,Plerneuf,Côtes-d'Armor,Bretagne
8339,22189,22720,48.4414674679,-3.12592291873,Plésidy,Côtes-d'Armor,Bretagne
8340,22190,22490,48.5279257425,-2.07094753611,Pleslin-Trigavou,Côtes-d'Armor,Bretagne
8341,22190,22490,48.5279257425,-2.07094753611,Pleslin-Trigavou,Côtes-d'Armor,Bretagne
8342,22192,22650,48.5383652723,-2.1421049053,Plessix-Balisson,Côtes-d'Armor,Bretagne
8343,22193,22640,48.4145560996,-2.44084892144,Plestan,Côtes-d'Armor,Bretagne
8344,22194,22310,48.6476598998,-3.6197891944,Plestin-les-Grèves,Côtes-d'Armor,Bretagne
8345,22194,22310,48.6476598998,-3.6197891944,Plestin-les-Grèves,Côtes-d'Armor,Bretagne
8346,22195,22610,48.8434804253,-3.13340767618,Pleubian,Côtes-d'Armor,Bretagne
8347,22195,22610,48.8434804253,-3.13340767618,Pleubian,Côtes-d'Armor,Bretagne
8348,22196,22740,48.7611404918,-3.15433424139,Pleudaniel,Côtes-d'Armor,Bretagne
8349,22197,22690,48.5092937336,-1.94145904907,Pleudihen-sur-Rance,Côtes-d'Armor,Bretagne
8350,22198,22560,48.7852851364,-3.51721058191,Pleumeur-Bodou,Côtes-d'Armor,Bretagne
8351,22198,22560,48.7852851364,-3.51721058191,Pleumeur-Bodou,Côtes-d'Armor,Bretagne
8352,22198,22560,48.7852851364,-3.51721058191,Pleumeur-Bodou,Côtes-d'Armor,Bretagne
8353,22199,22740,48.8001346688,-3.15198645075,Pleumeur-Gautier,Côtes-d'Armor,Bretagne
8354,22200,22130,48.4911438301,-2.32130813288,Pléven,Côtes-d'Armor,Bretagne
8355,22201,22240,48.6575564031,-2.32020473916,Plévenon,Côtes-d'Armor,Bretagne
8356,22202,22340,48.2237458886,-3.51633070374,Plévin,Côtes-d'Armor,Bretagne
8357,22203,22150,48.3440952237,-2.76649702896,Plœuc-L'Hermitage,Côtes-d'Armor,Bretagne
8358,22203,22150,48.3440952237,-2.76649702896,Plœuc-L'Hermitage,Côtes-d'Armor,Bretagne
8359,22204,22260,48.7171371071,-3.18015723949,Ploëzal,Côtes-d'Armor,Bretagne
8360,22205,22130,48.4632496274,-2.30133142884,Plorec-sur-Arguenon,Côtes-d'Armor,Bretagne
8361,22206,22170,48.5303656854,-2.98952865818,Plouagat,Côtes-d'Armor,Bretagne
8362,22207,22420,48.6193915255,-3.48297540773,Plouaret,Côtes-d'Armor,Bretagne
8363,22208,22830,48.3117473235,-2.00863040053,Plouasne,Côtes-d'Armor,Bretagne
8364,22209,22650,48.5596688192,-2.12838362694,Beaussais-sur-Mer,Côtes-d'Armor,Bretagne
8365,22210,22620,48.80535932,-3.04524739912,Ploubazlanec,Côtes-d'Armor,Bretagne
8366,22210,22620,48.80535932,-3.04524739912,Ploubazlanec,Côtes-d'Armor,Bretagne
8367,22210,22620,48.80535932,-3.04524739912,Ploubazlanec,Côtes-d'Armor,Bretagne
8368,22211,22300,48.685519576,-3.44839512307,Ploubezre,Côtes-d'Armor,Bretagne
8369,22212,22260,48.6722943477,-3.18747531315,Plouëc-du-Trieux,Côtes-d'Armor,Bretagne
8370,22213,22490,48.5248482927,-2.00660319758,Plouër-sur-Rance,Côtes-d'Armor,Bretagne
8371,22214,22470,48.7387813748,-2.9791439557,Plouézec,Côtes-d'Armor,Bretagne
8372,22214,22470,48.7387813748,-2.9791439557,Plouézec,Côtes-d'Armor,Bretagne
8373,22215,22440,48.4877482968,-2.80851630928,Ploufragan,Côtes-d'Armor,Bretagne
8374,22215,22440,48.4877482968,-2.80851630928,Ploufragan,Côtes-d'Armor,Bretagne
8375,22216,22810,48.4852045977,-3.37517285292,Plougonver,Côtes-d'Armor,Bretagne
8376,22217,22780,48.4964328915,-3.56487485198,Plougras,Côtes-d'Armor,Bretagne
8377,22218,22820,48.8389480714,-3.24154914571,Plougrescant,Côtes-d'Armor,Bretagne
8378,22219,22150,48.2772549866,-2.71012681366,Plouguenast,Côtes-d'Armor,Bretagne
8379,22220,22110,48.2340717388,-3.24711732443,Plouguernével,Côtes-d'Armor,Bretagne
8380,22221,22220,48.8047926753,-3.2454956347,Plouguiel,Côtes-d'Armor,Bretagne
8381,22222,22580,48.6822316529,-2.93147403458,Plouha,Côtes-d'Armor,Bretagne
8382,22222,22580,48.6822316529,-2.93147403458,Plouha,Côtes-d'Armor,Bretagne
8383,22223,22200,48.5834889346,-3.19153287341,Plouisy,Côtes-d'Armor,Bretagne
8384,22224,22300,48.7189901633,-3.50164887821,Ploulec'h,Côtes-d'Armor,Bretagne
8385,22224,22300,48.7189901633,-3.50164887821,Ploulec'h,Côtes-d'Armor,Bretagne
8386,22225,22970,48.5304587178,-3.109565675,Ploumagoar,Côtes-d'Armor,Bretagne
8387,22226,22300,48.6842832137,-3.51392982207,Ploumilliau,Côtes-d'Armor,Bretagne
8388,22227,22780,48.5667945613,-3.54835047587,Plounérin,Côtes-d'Armor,Bretagne
8389,22228,22810,48.5514852561,-3.44431318727,Plounévez-Moëdec,Côtes-d'Armor,Bretagne
8390,22229,22110,48.2853424694,-3.24078209284,Plounévez-Quintin,Côtes-d'Armor,Bretagne
8391,22231,22160,48.4185427687,-3.55150480178,Plourac'h,Côtes-d'Armor,Bretagne
8392,22232,22410,48.6312552228,-2.88203367765,Plourhan,Côtes-d'Armor,Bretagne
8393,22233,22860,48.7416286084,-3.09320460347,Plourivo,Côtes-d'Armor,Bretagne
8394,22234,22170,48.4973028138,-2.92552470033,Plouvara,Côtes-d'Armor,Bretagne
8395,22235,22420,48.6478103938,-3.53679598491,Plouzélambre,Côtes-d'Armor,Bretagne
8396,22236,22290,48.6666296854,-2.98679017544,Pludual,Côtes-d'Armor,Bretagne
8397,22237,22130,48.5232615716,-2.28079325793,Pluduno,Côtes-d'Armor,Bretagne
8398,22238,22310,48.6108539647,-3.57279775883,Plufur,Côtes-d'Armor,Bretagne
8399,22239,22350,48.3560244309,-2.11489038909,Plumaudan,Côtes-d'Armor,Bretagne
8400,22240,22250,48.2450296898,-2.23091188525,Plumaugat,Côtes-d'Armor,Bretagne
8401,22241,22210,48.1061077392,-2.59155562582,Plumieux,Côtes-d'Armor,Bretagne
8402,22242,22240,48.6095445151,-2.39978553879,Plurien,Côtes-d'Armor,Bretagne
8403,22243,22160,48.3993408756,-3.48393074891,Plusquellec,Côtes-d'Armor,Bretagne
8404,22244,22320,48.2785043926,-3.0656896089,Plussulien,Côtes-d'Armor,Bretagne
8405,22245,22140,48.6363773229,-3.3712110927,Pluzunet,Côtes-d'Armor,Bretagne
8406,22246,22120,48.4585503252,-2.62222031469,Pommeret,Côtes-d'Armor,Bretagne
8407,22247,22450,48.7243391137,-3.24215851402,Pommerit-Jaudy,Côtes-d'Armor,Bretagne
8408,22248,22200,48.6180167491,-3.10285419509,Pommerit-le-Vicomte,Côtes-d'Armor,Bretagne
8409,22249,22390,48.4740063925,-3.2849339382,Pont-Melvez,Côtes-d'Armor,Bretagne
8410,22250,22260,48.6998384627,-3.1590834016,Pontrieux,Côtes-d'Armor,Bretagne
8411,22251,22590,48.5702275208,-2.82517190036,Pordic,Côtes-d'Armor,Bretagne
8412,22251,22590,48.5702275208,-2.82517190036,Pordic,Côtes-d'Armor,Bretagne
8413,22251,22590,48.5702275208,-2.82517190036,Pordic,Côtes-d'Armor,Bretagne
8414,22253,22450,48.7636243392,-3.20380242873,Pouldouran,Côtes-d'Armor,Bretagne
8415,22254,22140,48.6822524197,-3.29802324655,Prat,Côtes-d'Armor,Bretagne
8416,22255,22210,48.185718113,-2.64785441869,La Prénessaye,Côtes-d'Armor,Bretagne
8417,22256,22260,48.7006441281,-3.10832259045,Quemper-Guézennec,Côtes-d'Armor,Bretagne
8418,22257,22450,48.7254448619,-3.3365775536,Quemperven,Côtes-d'Armor,Bretagne
8419,22258,22120,48.4272969207,-2.65707016677,Quessoy,Côtes-d'Armor,Bretagne
8420,22258,22120,48.4272969207,-2.65707016677,Quessoy,Côtes-d'Armor,Bretagne
8421,22259,22100,48.463126899,-2.08562877928,Quévert,Côtes-d'Armor,Bretagne
8422,22259,22100,48.463126899,-2.08562877928,Quévert,Côtes-d'Armor,Bretagne
8423,22260,22460,48.2401978664,-2.89821390268,Le Quillio,Côtes-d'Armor,Bretagne
8424,22261,22400,48.5102353944,-2.42178978603,Quintenic,Côtes-d'Armor,Bretagne
8425,22262,22800,48.4030218249,-2.91221040842,Quintin,Côtes-d'Armor,Bretagne
8426,22263,22630,48.345885697,-1.99810856153,Le Quiou,Côtes-d'Armor,Bretagne
8427,22264,22450,48.7456370261,-3.25762802773,La Roche-Derrien,Côtes-d'Armor,Bretagne
8428,22265,22300,48.7363664722,-3.38603599093,Rospez,Côtes-d'Armor,Bretagne
8429,22266,22110,48.2215427736,-3.31179704668,Rostrenen,Côtes-d'Armor,Bretagne
8430,22266,22110,48.2215427736,-3.31179704668,Rostrenen,Côtes-d'Armor,Bretagne
8431,22267,22250,48.3069863373,-2.36929726654,Rouillac,Côtes-d'Armor,Bretagne
8432,22268,22550,48.5614490125,-2.33540451705,Ruca,Côtes-d'Armor,Bretagne
8433,22269,22260,48.6867514768,-3.22734590799,Runan,Côtes-d'Armor,Bretagne
8434,22271,22390,48.4898946488,-3.13256978406,Saint-Adrien,Côtes-d'Armor,Bretagne
8435,22272,22200,48.5628506514,-3.10081732497,Saint-Agathon,Côtes-d'Armor,Bretagne
8436,22273,22400,48.5551884911,-2.50893906207,Saint-Alban,Côtes-d'Armor,Bretagne
8437,22274,22630,48.3731003808,-2.01421441815,Saint-André-des-Eaux,Côtes-d'Armor,Bretagne
8438,22275,22600,48.1383637671,-2.70188479455,Saint-Barnabé,Côtes-d'Armor,Bretagne
8439,22276,22800,48.3758879251,-2.96669144631,Saint-Bihy,Côtes-d'Armor,Bretagne
8440,22277,22800,48.3903359027,-2.86345055821,Saint-Brandan,Côtes-d'Armor,Bretagne
8441,22278,22000,48.5149806053,-2.76154552773,Saint-Brieuc,Côtes-d'Armor,Bretagne
8442,22279,22600,48.1922379278,-2.86751466131,Saint-Caradec,Côtes-d'Armor,Bretagne
8443,22280,22100,48.4195714776,-2.05460996507,Saint-Carné,Côtes-d'Armor,Bretagne
8444,22281,22150,48.4036055637,-2.7500378807,Saint-Carreuc,Côtes-d'Armor,Bretagne
8445,22282,22380,48.6037155601,-2.24912296088,Saint-Cast-le-Guildo,Côtes-d'Armor,Bretagne
8446,22282,22380,48.6037155601,-2.24912296088,Saint-Cast-le-Guildo,Côtes-d'Armor,Bretagne
8447,22283,22260,48.6699370955,-3.13667326185,Saint-Clet,Côtes-d'Armor,Bretagne
8448,22284,22480,48.412323087,-3.07608940512,Saint-Connan,Côtes-d'Armor,Bretagne
8449,22285,22530,48.1800139025,-2.92593080092,Saint-Connec,Côtes-d'Armor,Bretagne
8450,22286,22400,48.5186895679,-2.38405563335,Saint-Denoual,Côtes-d'Armor,Bretagne
8451,22287,22800,48.4657753573,-2.8865935093,Saint-Donan,Côtes-d'Armor,Bretagne
8452,22288,22210,48.0856987745,-2.64402858884,Saint-Étienne-du-Gué-de-l'Isle,Côtes-d'Armor,Bretagne
8453,22289,22720,48.4553482894,-3.05227274488,Saint-Fiacre,Côtes-d'Armor,Bretagne
8454,22290,22570,48.2278105935,-3.08912680587,Saint-Gelven,Côtes-d'Armor,Bretagne
8455,22291,22800,48.4221536178,-3.00656525522,Saint-Gildas,Côtes-d'Armor,Bretagne
8456,22293,22290,48.6570226311,-3.09056968713,Saint-Gilles-les-Bois,Côtes-d'Armor,Bretagne
8457,22294,22480,48.3796644952,-3.08710992512,Saint-Gilles-Pligeaux,Côtes-d'Armor,Bretagne
8458,22295,22530,48.2503674727,-2.96951412596,Saint-Gilles-Vieux-Marché,Côtes-d'Armor,Bretagne
8459,22296,22510,48.3522657851,-2.52156644539,Saint-Glen,Côtes-d'Armor,Bretagne
8460,22298,22530,48.2110116935,-2.91380300415,Saint-Guen,Côtes-d'Armor,Bretagne
8461,22299,22100,48.4661154661,-1.95919641216,Saint-Hélen,Côtes-d'Armor,Bretagne
8462,22300,22460,48.2737787659,-2.81191749639,Saint-Hervé,Côtes-d'Armor,Bretagne
8463,22302,22750,48.5879964752,-2.1932468359,Saint-Jacut-de-la-Mer,Côtes-d'Armor,Bretagne
8464,22304,22170,48.5525813879,-3.03402824762,Saint-Jean-Kerdaniel,Côtes-d'Armor,Bretagne
8465,22305,22350,48.266340555,-2.17849741496,Saint-Jouan-de-l'Isle,Côtes-d'Armor,Bretagne
8466,22306,22630,48.3625267167,-1.95432639485,Saint-Judoce,Côtes-d'Armor,Bretagne
8467,22307,22940,48.4480990562,-2.81685604656,Saint-Julien,Côtes-d'Armor,Bretagne
8468,22308,22630,48.3619921147,-2.05476636465,Saint-Juvat,Côtes-d'Armor,Bretagne
8469,22309,22230,48.2322069844,-2.35423564217,Saint-Launeuc,Côtes-d'Armor,Bretagne
8470,22310,22140,48.6153469206,-3.24192782376,Saint-Laurent,Côtes-d'Armor,Bretagne
8471,22311,22130,48.5521979972,-2.23507551889,Saint-Lormel,Côtes-d'Armor,Bretagne
8472,22312,22350,48.3373513586,-2.06855041218,Saint-Maden,Côtes-d'Armor,Bretagne
8473,22313,22320,48.3055992864,-2.96456859759,Saint-Martin-des-Prés,Côtes-d'Armor,Bretagne
8474,22314,22600,48.1114125678,-2.76769637126,Saint-Maudan,Côtes-d'Armor,Bretagne
8475,22315,22980,48.4547574615,-2.18331618664,Saint-Maudez,Côtes-d'Armor,Bretagne
8476,22316,22320,48.2645956467,-3.01553906728,Saint-Mayeux,Côtes-d'Armor,Bretagne
8477,22317,22980,48.4415973403,-2.25735689122,Saint-Méloir-des-Bois,Côtes-d'Armor,Bretagne
8478,22318,22980,48.4627340053,-2.22149059682,Saint-Michel-de-Plélan,Côtes-d'Armor,Bretagne
8479,22319,22300,48.6744448926,-3.5570602946,Saint-Michel-en-Grève,Côtes-d'Armor,Bretagne
8480,22320,22160,48.3537346868,-3.33942059612,Saint-Nicodème,Côtes-d'Armor,Bretagne
8481,22321,22480,48.3228229089,-3.16405050641,Saint-Nicolas-du-Pélem,Côtes-d'Armor,Bretagne
8482,22322,22720,48.4822950613,-3.09102052353,Saint-Péver,Côtes-d'Armor,Bretagne
8483,22323,22550,48.5574203635,-2.29323126178,Saint-Pôtan,Côtes-d'Armor,Bretagne
8484,22324,22700,48.7821597009,-3.44898067096,Saint-Quay-Perros,Côtes-d'Armor,Bretagne
8485,22325,22410,48.6542475006,-2.84382337656,Saint-Quay-Portrieux,Côtes-d'Armor,Bretagne
8486,22325,22410,48.6542475006,-2.84382337656,Saint-Quay-Portrieux,Côtes-d'Armor,Bretagne
8487,22326,22270,48.4428159884,-2.42162290786,Saint-Rieul,Côtes-d'Armor,Bretagne
8488,22327,22100,48.4914561731,-2.01805917808,Saint-Samson-sur-Rance,Côtes-d'Armor,Bretagne
8489,22327,22100,48.4914561731,-2.01805917808,Saint-Samson-sur-Rance,Côtes-d'Armor,Bretagne
8490,22328,22160,48.3866899196,-3.37424456505,Saint-Servais,Côtes-d'Armor,Bretagne
8491,22330,22460,48.2459300421,-2.84098515337,Saint-Thélo,Côtes-d'Armor,Bretagne
8492,22331,22480,48.2666933558,-3.16936458058,Sainte-Tréphine,Côtes-d'Armor,Bretagne
8493,22332,22510,48.3933041985,-2.5412449971,Saint-Trimoël,Côtes-d'Armor,Bretagne
8494,22333,22230,48.2433929784,-2.45697339258,Saint-Vran,Côtes-d'Armor,Bretagne
8495,22334,22570,48.2777505103,-3.11474670653,Saint-Igeaux,Côtes-d'Armor,Bretagne
8496,22335,22720,48.4354167411,-3.06449717783,Senven-Léhart,Côtes-d'Armor,Bretagne
8497,22337,22250,48.3321356963,-2.3200523158,Sévignac,Côtes-d'Armor,Bretagne
8498,22338,22200,48.6379229078,-3.16710907614,Squiffiec,Côtes-d'Armor,Bretagne
8499,22339,22100,48.4879367095,-2.05402856575,Taden,Côtes-d'Armor,Bretagne
8500,22340,22140,48.6751108479,-3.40013620109,Tonquédec,Côtes-d'Armor,Bretagne
8501,22341,22640,48.3998800442,-2.38881241338,Tramain,Côtes-d'Armor,Bretagne
8502,22342,22980,48.4057639956,-2.16287110256,Trébédan,Côtes-d'Armor,Bretagne
8503,22343,22560,48.7707775944,-3.55769238632,Trébeurden,Côtes-d'Armor,Bretagne
8504,22344,22340,48.3102383072,-3.48210939966,Trébrivan,Côtes-d'Armor,Bretagne
8505,22345,22510,48.3456919515,-2.55853331378,Trébry,Côtes-d'Armor,Bretagne
8506,22346,22510,48.346590108,-2.6057121928,Trédaniel,Côtes-d'Armor,Bretagne
8507,22347,22220,48.7908718928,-3.20159345047,Trédarzec,Côtes-d'Armor,Bretagne
8508,22348,22250,48.3653903588,-2.22290375179,Trédias,Côtes-d'Armor,Bretagne
8509,22349,22300,48.7075368111,-3.56441252563,Trédrez-Locquémeau,Côtes-d'Armor,Bretagne
8510,22349,22300,48.7075368111,-3.56441252563,Trédrez-Locquémeau,Côtes-d'Armor,Bretagne
8511,22350,22310,48.6542493069,-3.56641535268,Tréduder,Côtes-d'Armor,Bretagne
8512,22351,22340,48.2985314083,-3.52731682316,Treffrin,Côtes-d'Armor,Bretagne
8513,22352,22630,48.3373946389,-2.02418425238,Tréfumel,Côtes-d'Armor,Bretagne
8514,22353,22730,48.817321796,-3.50640333126,Trégastel,Côtes-d'Armor,Bretagne
8515,22354,22540,48.5568884006,-3.25462345127,Tréglamus,Côtes-d'Armor,Bretagne
8516,22356,22590,48.5678577171,-2.88321807622,Trégomeur,Côtes-d'Armor,Bretagne
8517,22357,22650,48.5667372061,-2.1838363617,Trégon,Côtes-d'Armor,Bretagne
8518,22358,22200,48.6141977359,-3.16293062562,Trégonneau,Côtes-d'Armor,Bretagne
8519,22359,22420,48.5946464284,-3.40266097261,Trégrom,Côtes-d'Armor,Bretagne
8520,22360,22950,48.480075769,-2.74506421541,Trégueux,Côtes-d'Armor,Bretagne
8521,22360,22950,48.480075769,-2.74506421541,Trégueux,Côtes-d'Armor,Bretagne
8522,22361,22290,48.6002375732,-2.94288237882,Tréguidel,Côtes-d'Armor,Bretagne
8523,22362,22220,48.7850465816,-3.23178776538,Tréguier,Côtes-d'Armor,Bretagne
8524,22363,22660,48.801785558,-3.36967789456,Trélévern,Côtes-d'Armor,Bretagne
8525,22364,22100,48.4303990334,-2.10633550903,Trélivan,Côtes-d'Armor,Bretagne
8526,22365,22110,48.3299865723,-3.26674956087,Trémargat,Côtes-d'Armor,Bretagne
8527,22366,22310,48.6047752602,-3.61826523039,Trémel,Côtes-d'Armor,Bretagne
8528,22368,22490,48.5608248662,-2.06398861728,Tréméreuc,Côtes-d'Armor,Bretagne
8529,22369,22250,48.351008857,-2.26842512279,Trémeur,Côtes-d'Armor,Bretagne
8530,22370,22290,48.671108578,-3.0320602067,Tréméven,Côtes-d'Armor,Bretagne
8531,22371,22230,48.1914259889,-2.30214292641,Trémorel,Côtes-d'Armor,Bretagne
8532,22372,22440,48.5248190208,-2.84790774522,Trémuson,Côtes-d'Armor,Bretagne
8533,22373,22340,48.1867140981,-3.53008460226,Tréogan,Côtes-d'Armor,Bretagne
8534,22375,22290,48.6103866448,-2.97487593888,Tressignaux,Côtes-d'Armor,Bretagne
8535,22376,22600,48.2160142902,-2.80698312231,Trévé,Côtes-d'Armor,Bretagne
8536,22377,22410,48.6598480306,-2.87375934756,Tréveneuc,Côtes-d'Armor,Bretagne
8537,22378,22290,48.659497706,-3.05457326642,Trévérec,Côtes-d'Armor,Bretagne
8538,22379,22660,48.8121355763,-3.34499178706,Trévou-Tréguignec,Côtes-d'Armor,Bretagne
8539,22380,22100,48.389428188,-2.06825084533,Trévron,Côtes-d'Armor,Bretagne
8540,22381,22450,48.7546408684,-3.36053531612,Trézény,Côtes-d'Armor,Bretagne
8541,22383,22450,48.7607516735,-3.22457645255,Troguéry,Côtes-d'Armor,Bretagne
8542,22384,22460,48.2806260052,-2.84761696775,Uzel,Côtes-d'Armor,Bretagne
8543,22385,22690,48.4879334459,-1.98287622329,La Vicomté-sur-Rance,Côtes-d'Armor,Bretagne
8544,22386,22800,48.3910051078,-3.00385012187,Le Vieux-Bourg,Côtes-d'Armor,Bretagne
8545,22387,22420,48.6138736839,-3.43816740638,Le Vieux-Marché,Côtes-d'Armor,Bretagne
8546,22388,22980,48.4365421209,-2.1517921556,Vildé-Guingalan,Côtes-d'Armor,Bretagne
8547,22389,22120,48.4685015878,-2.68098120309,Yffiniac,Côtes-d'Armor,Bretagne
8548,22390,22930,48.7151767703,-3.04560013662,Yvias,Côtes-d'Armor,Bretagne
8549,22391,22350,48.3488527307,-2.17094067762,Yvignac-la-Tour,Côtes-d'Armor,Bretagne
8550,23001,23150,46.0861690765,2.02430101436,Ahun,Creuse,Nouvelle-Aquitaine
8551,23002,23380,46.2109887646,1.9959623106,Ajain,Creuse,Nouvelle-Aquitaine
8552,23003,23200,45.9878416933,2.15421492891,Alleyrat,Creuse,Nouvelle-Aquitaine
8553,23004,23000,46.2540912663,1.84997964766,Anzême,Creuse,Nouvelle-Aquitaine
8554,23005,23700,46.0604129524,2.43471824628,Arfeuille-Châtain,Creuse,Nouvelle-Aquitaine
8555,23006,23210,46.0724415399,1.56731050759,Arrènes,Creuse,Nouvelle-Aquitaine
8556,23007,23480,45.9991439171,2.08403361225,Ars,Creuse,Nouvelle-Aquitaine
8557,23008,23200,45.9509017497,2.16588054786,Aubusson,Creuse,Nouvelle-Aquitaine
8558,23009,23170,46.2367809239,2.33256543891,Auge,Creuse,Nouvelle-Aquitaine
8559,23010,23210,46.0799619042,1.72763541074,Augères,Creuse,Nouvelle-Aquitaine
8560,23011,23210,46.0918100257,1.69586417103,Aulon,Creuse,Nouvelle-Aquitaine
8561,23012,23400,45.8709814148,1.63389938351,Auriat,Creuse,Nouvelle-Aquitaine
8562,23013,23700,46.0263051505,2.50665292923,Auzances,Creuse,Nouvelle-Aquitaine
8563,23014,23210,46.0866252044,1.76923265041,Azat-Châtenet,Creuse,Nouvelle-Aquitaine
8564,23015,23160,46.3524585788,1.47492272648,Azerables,Creuse,Nouvelle-Aquitaine
8565,23016,23120,45.9368272021,1.99756920373,Banize,Creuse,Nouvelle-Aquitaine
8566,23017,23260,45.8577538427,2.41245450186,Basville,Creuse,Nouvelle-Aquitaine
8567,23018,23160,46.3502358102,1.53198134056,Bazelat,Creuse,Nouvelle-Aquitaine
8568,23019,23260,45.7647646424,2.28346440159,Beissat,Creuse,Nouvelle-Aquitaine
8569,23020,23190,45.9815413082,2.29291200261,Bellegarde-en-Marche,Creuse,Nouvelle-Aquitaine
8570,23021,23210,46.1177051494,1.62940216696,Bénévent-l'Abbaye,Creuse,Nouvelle-Aquitaine
8571,23022,23270,46.3616170895,2.06970642299,Bétête,Creuse,Nouvelle-Aquitaine
8572,23023,23140,46.2296903027,2.08515076921,Blaudeix,Creuse,Nouvelle-Aquitaine
8573,23024,23200,45.9634823691,2.11186170514,Blessac,Creuse,Nouvelle-Aquitaine
8574,23025,23220,46.3230193342,1.91345063136,Bonnat,Creuse,Nouvelle-Aquitaine
8575,23026,23230,46.2516533293,2.28716245928,Bord-Saint-Georges,Creuse,Nouvelle-Aquitaine
8576,23027,23400,46.0023571531,1.754330245,Bosmoreau-les-Mines,Creuse,Nouvelle-Aquitaine
8577,23028,23200,46.0038432661,2.25085603328,Bosroger,Creuse,Nouvelle-Aquitaine
8578,23029,23220,46.3013219598,1.84102963635,Le Bourg-d'Hem,Creuse,Nouvelle-Aquitaine
8579,23030,23400,45.9488316106,1.74900640908,Bourganeuf,Creuse,Nouvelle-Aquitaine
8580,23031,23600,46.3477988383,2.2230835624,Boussac,Creuse,Nouvelle-Aquitaine
8581,23032,23600,46.3680932326,2.21561135415,Boussac-Bourg,Creuse,Nouvelle-Aquitaine
8582,23033,23000,46.1643596252,1.78886937699,La Brionne,Creuse,Nouvelle-Aquitaine
8583,23034,23700,45.9721485733,2.45298546881,Brousse,Creuse,Nouvelle-Aquitaine
8584,23035,23170,46.2207179959,2.47512106932,Budelière,Creuse,Nouvelle-Aquitaine
8585,23036,23320,46.2557563737,1.76028995506,Bussière-Dunoise,Creuse,Nouvelle-Aquitaine
8586,23037,23700,46.0136722652,2.41956472448,Bussière-Nouvelle,Creuse,Nouvelle-Aquitaine
8587,23038,23600,46.4017907068,2.1551143589,Bussière-Saint-Georges,Creuse,Nouvelle-Aquitaine
8588,23039,23800,46.311979886,1.78178481462,La Celle-Dunoise,Creuse,Nouvelle-Aquitaine
8589,23040,23230,46.2188855114,2.20927433054,La Celle-sous-Gouzon,Creuse,Nouvelle-Aquitaine
8590,23041,23350,46.4013328197,2.00952314466,La Cellette,Creuse,Nouvelle-Aquitaine
8591,23042,23210,46.0590279799,1.66489308266,Ceyroux,Creuse,Nouvelle-Aquitaine
8592,23043,23480,46.0500466747,2.04421088679,Chamberaud,Creuse,Nouvelle-Aquitaine
8593,23044,23220,46.3528332177,1.76950395174,Chambon-Sainte-Croix,Creuse,Nouvelle-Aquitaine
